9,Connecticut,47-3012,Helpers--Carpenters,**,**,**,16.29,33880,4.2,13.44,15.34,16.62,17.89,18.65
,,,,,,,,,,,,,,
9,Connecticut,47-3013,Helpers--Electricians,190,30.5,0.32,16.18,33660,6.7,10.93,11.94,14.5,20.88,23.78
,,,,,,,,,,,,,,
9,Connecticut,47-3019,"Helpers, Construction Trades, All Other",150,42,0.26,15.6,32440,3.8,10.39,12.2,15.39,18.61,22.01
,,,,,,,,,,,,,,
9,Connecticut,47-4031,Fence Erectors,120,40.2,0.21,22,45760,11.1,14.54,17.7,22.72,26.96,29.26
,,,,,,,,,,,,,,
10,Delaware,47-2021,Brickmasons and Blockmasons,170,10.5,0.79,26.23,54560,3.9,18.09,22,26.84,30.23,34.34
,,,,,,,,,,,,,,
10,Delaware,47-2031,Carpenters,1800,6.7,8.17,24,49910,3.2,15.89,17.78,22.6,30.05,35.57
,,,,,,,,,,,,,,
10,Delaware,47-2041,Carpet Installers,70,36.2,0.33,26.34,54790,8.7,16.54,19.72,27.22,31.8,36.15
,,,,,,,,,,,,,,
10,Delaware,47-2081,Drywall and Ceiling Tile Installers,210,21.6,0.94,20.48,42590,4.2,15.56,16.8,18.86,23.19,29.98
,,,,,,,,,,,,,,
10,Delaware,47-2111,Electricians,1680,12.2,7.61,27.42,57030,3.9,16.41,20.76,26.64,31.98,39.23
,,,,,,,,,,,,,,
10,Delaware,47-2141,"Painters, Construction and Maintenance",480,9.4,2.16,19.57,40700,3.6,13.84,16.31,19.54,22.77,25.43
,,,,,,,,,,,,,,
10,Delaware,47-2181,Roofers,180,17.9,0.79,20.35,42320,4,15.38,16.93,19.51,23.53,27.65
,,,,,,,,,,,,,,
10,Delaware,47-3012,Helpers--Carpenters,320,20.4,1.46,14.17,29480,6.2,10.33,11.75,13.46,16.25,19.76
,,,,,,,,,,,,,,
10,Delaware,47-3013,Helpers--Electricians,220,32.6,0.99,12.83,26690,4.5,9.19,10.54,12.43,14.75,17.49
,,,,,,,,,,,,,,
10,Delaware,47-3016,Helpers--Roofers,60,32.4,0.26,15.52,32290,3.2,12.58,13.49,14.99,17.5,20.28
,,,,,,,,,,,,,,
10,Delaware,47-3019,"Helpers, Construction Trades, All Other",50,28,0.23,18.05,37550,4.7,12.61,14.64,19.02,21.67,23.24
,,,,,,,,,,,,,,
10,Delaware,47-4031,Fence Erectors,**,**,**,27.11,56390,5.3,16.69,19.06,27.42,35.27,38.94
,,,,,,,,,,,,,,
11,District of Columbia,47-2021,Brickmasons and Blockmasons,**,**,**,30.18,62780,5.3,25.7,27.17,29.58,32.89,38.09
,,,,,,,,,,,,,,
11,District of Columbia,47-2031,Carpenters,1600,6.7,10.27,25.15,52320,1.6,18.2,21.11,24.84,28.85,32.07
,,,,,,,,,,,,,,
11,District of Columbia,47-2111,Electricians,880,26.5,5.64,37.76,78550,2.3,24.83,30.23,39.61,45.21,48.74
,,,,,,,,,,,,,,
11,District of Columbia,47-2141,"Painters, Construction and Maintenance",280,26,1.77,25.04,52090,8,16.39,18.9,23.96,30.22,36.03
,,,,,,,,,,,,,,
11,District of Columbia,47-2161,Plasterers and Stucco Masons,80,24.5,0.5,24.25,50430,13.2,16.04,17.42,24.96,30.48,35.39
,,,,,,,,,,,,,,
11,District of Columbia,47-3012,Helpers--Carpenters,150,7.3,0.94,19.35,40250,3.7,15.43,16.58,18.44,21.93,24.44
,,,,,,,,,,,,,,
11,District of Columbia,47-3013,Helpers--Electricians,120,16.7,0.78,18.93,39370,6,12.72,14.28,18.73,22.61,25.47
,,,,,,,,,,,,,,
11,District of Columbia,47-3019,"Helpers, Construction Trades, All Other",100,36.5,0.66,17.46,36310,4.2,12.7,14.25,17.23,19.66,23.5
,,,,,,,,,,,,,,
12,Florida,47-2021,Brickmasons and Blockmasons,4340,6.2,0.82,18.45,38370,2.2,11.64,14,19.02,22.38,24.62
,,,,,,,,,,,,,,
12,Florida,47-2031,Carpenters,37820,3.3,7.15,19.59,40750,1.1,12.3,15.41,18.65,23.01,28.23
,,,,,,,,,,,,,,
12,Florida,47-2041,Carpet Installers,530,27.4,0.1,16.55,34420,8.4,10.49,12.09,14.62,21.28,25.17
,,,,,,,,,,,,,,
12,Florida,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",930,24.5,0.18,16.54,34400,4,11.54,13.36,16.32,19.53,22.75
,,,,,,,,,,,,,,
12,Florida,47-2081,Drywall and Ceiling Tile Installers,4860,9.8,0.92,16.93,35210,2.4,10.47,13.27,16.82,19.59,24.03
,,,,,,,,,,,,,,
12,Florida,47-2111,Electricians,29620,4,5.6,21.21,44120,1.5,13.77,16.6,20.01,24.67,30.35
,,,,,,,,,,,,,,
12,Florida,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",1830,20.8,0.34,17.63,36680,2.6,10.99,13.87,17.01,20.2,24.99
,,,,,,,,,,,,,,
12,Florida,47-2141,"Painters, Construction and Maintenance",15000,4.5,2.84,16.68,34700,2.4,10.78,13.52,16.33,18.78,23.88
,,,,,,,,,,,,,,
12,Florida,47-2161,Plasterers and Stucco Masons,1880,16.4,0.36,17.98,37410,3.2,12.03,14.73,17.84,21.08,23.81
,,,,,,,,,,,,,,
12,Florida,47-2171,Reinforcing Iron and Rebar Workers,1020,22,0.19,20.53,42700,3.9,15.66,16.92,18.97,22.54,26.19
,,,,,,,,,,,,,,
12,Florida,47-2181,Roofers,20770,4.9,3.93,16.74,34820,1.9,10.5,12.77,16.21,20.29,23.81
,,,,,,,,,,,,,,
12,Florida,47-3012,Helpers--Carpenters,2980,14.4,0.56,13.76,28620,2.4,10.07,11.18,13.37,15.97,18.38
,,,,,,,,,,,,,,
12,Florida,47-3013,Helpers--Electricians,7920,8.6,1.5,15,31200,1.7,10.36,12.3,14.63,17.63,19.69
,,,,,,,,,,,,,,
12,Florida,47-3016,Helpers--Roofers,1590,16.1,0.3,14.68,30540,2.3,10.24,12.24,14.8,17.3,18.85
,,,,,,,,,,,,,,
12,Florida,47-3019,"Helpers, Construction Trades, All Other",1820,11.7,0.34,14.24,29620,2.2,9.35,11.43,14.18,16.99,18.97
,,,,,,,,,,,,,,
12,Florida,47-4031,Fence Erectors,1340,18,0.25,17.95,37340,4.5,11.06,13.76,17.41,21.18,24.8
,,,,,,,,,,,,,,
13,Georgia,47-2021,Brickmasons and Blockmasons,780,30.9,0.42,18.65,38800,4.1,12.81,14.97,18.76,22.43,24.57
,,,,,,,,,,,,,,
13,Georgia,47-2031,Carpenters,14990,5.5,7.99,22.44,46680,4.6,11.86,15.03,18.74,25.29,36.37
,,,,,,,,,,,,,,
13,Georgia,47-2041,Carpet Installers,550,30.2,0.29,18.36,38180,6.6,12.45,14.2,17.34,21.54,26.21
,,,,,,,,,,,,,,
13,Georgia,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",250,46.8,0.13,23.66,49200,6.3,15,18.4,23.33,27.96,31.8
,,,,,,,,,,,,,,
13,Georgia,47-2081,Drywall and Ceiling Tile Installers,1610,15.2,0.86,18.03,37490,7.2,10.34,12.11,17.32,22.19,28.23
,,,,,,,,,,,,,,
13,Georgia,47-2111,Electricians,13420,5.8,7.16,24.01,49950,1.8,15.1,18.23,23.02,29.37,35.41
,,,,,,,,,,,,,,
13,Georgia,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",420,17.7,0.22,20.13,41870,4,12.36,16.12,20.25,23.48,27.88
,,,,,,,,,,,,,,
13,Georgia,47-2141,"Painters, Construction and Maintenance",2240,9.9,1.19,17.21,35810,6.6,9.09,13.16,17.1,20.37,24.36
,,,,,,,,,,,,,,
13,Georgia,47-2161,Plasterers and Stucco Masons,**,**,**,16.26,33830,6.6,12.4,15.13,16.6,18.05,18.94
,,,,,,,,,,,,,,
13,Georgia,47-2171,Reinforcing Iron and Rebar Workers,100,49,0.05,21.03,43740,5.2,16.09,19.17,21.19,23.25,25.72
,,,,,,,,,,,,,,
13,Georgia,47-2181,Roofers,2600,12,1.39,17.69,36800,2.6,11.12,13.96,17.21,20.7,24.76
,,,,,,,,,,,,,,
13,Georgia,47-3012,Helpers--Carpenters,410,25.4,0.22,13.36,27790,4.1,9.41,10.62,13.14,16.25,18.14
,,,,,,,,,,,,,,
13,Georgia,47-3013,Helpers--Electricians,4760,8.3,2.54,14.19,29510,2.4,10.1,11.56,13.62,16.43,19.19
,,,,,,,,,,,,,,
13,Georgia,47-3016,Helpers--Roofers,70,6.7,~,15.95,33180,4,12.31,13.29,15.38,18.33,21.58
,,,,,,,,,,,,,,
13,Georgia,47-3019,"Helpers, Construction Trades, All Other",520,10.3,0.28,17.69,36800,6.8,11.38,13.13,15.69,20.43,27.08
,,,,,,,,,,,,,,
13,Georgia,47-4031,Fence Erectors,320,36.5,0.17,14.25,29630,6.7,9.84,11.11,13.79,16.93,18.93
,,,,,,,,,,,,,,
15,Hawaii,47-2021,Brickmasons and Blockmasons,120,24.2,0.33,31.43,65370,5.6,16.26,20.61,32.18,42.84,47.55
,,,,,,,,,,,,,,
15,Hawaii,47-2031,Carpenters,4670,7.5,13.15,35.95,74770,1.9,20.21,25.71,38.04,45.94,50.22
,,,,,,,,,,,,,,
15,Hawaii,47-2041,Carpet Installers,110,12.9,0.32,29.6,61560,7,16.21,21.36,32.46,36.23,38.48
,,,,,,,,,,,,,,
15,Hawaii,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",200,35.5,0.55,25.9,53860,8.3,14.08,17.87,24,33.69,40.42
,,,,,,,,,,,,,,
15,Hawaii,47-2081,Drywall and Ceiling Tile Installers,670,20.2,1.88,38.28,79620,3.1,21.63,27.93,42.43,47.02,49.9
,,,,,,,,,,,,,,
15,Hawaii,47-2111,Electricians,2620,12.2,7.38,37.55,78100,3,22.27,27.76,39.12,46.79,52.64
,,,,,,,,,,,,,,
15,Hawaii,47-2141,"Painters, Construction and Maintenance",1230,13.4,3.46,26.3,54710,5.7,14.84,19.76,26.26,30.95,37.8
,,,,,,,,,,,,,,
15,Hawaii,47-2161,Plasterers and Stucco Masons,170,41.4,0.47,29.13,60600,6.9,15.42,18.55,28.53,39.38,46.11
,,,,,,,,,,,,,,
15,Hawaii,47-2171,Reinforcing Iron and Rebar Workers,290,13.1,0.83,34.49,71730,2.8,20.06,24.91,36.54,43.45,47.46
,,,,,,,,,,,,,,
